# Documented web-parity residue, applied mechanically by web_parity.sh
# (apply_web_ledger) AFTER the crawl rows land. A DIFF/MISSING_* row whose file
# has a matching entry is rewritten to status LEDGERED and reported under this
# entry's class; a DIFF/MISSING_* row with NO entry is an undocumented
# divergence and FAILS the gate's verdict.
#
# Columns (tab-separated):
#   path	class	symptom	note
#
#   path     relative to CORPUS_ROOT (tamarin-prover/examples/), matched
#            EXACTLY against column 1 of the results TSV - the same spelling
#            websweep_residual.txt uses.
#   symptom  which row statuses this entry excuses:
#              DIFF | MISSING_RS | MISSING_HS   exactly that status
#              any                              all three (file-wide)
#              none                             excuses NOTHING; the entry only
#                                               documents a path that belongs to
#                                               the residue crawl set
#            An `any` entry shadows every narrower entry for the same path, so
#            give each entry the narrowest symptom its evidence supports: a
#            file-wide entry for a documented DIFF would silently swallow a
#            brand-new MISSING_RS beside it.
#   note     free prose, no tabs. Carry the evidence: how many rows the entry
#            excused when it was written, and in which sweep.
#
# web_parity.sh reports entries that excuse nothing, and each report fails the
# verdict - an entry that excuses nothing today is a mask waiting for the file
# to regress under it:
#   LEDGER-STALE      the file WAS compared this run and no row of it matched
#                     the entry. The residue is gone (or changed symptom): drop
#                     or re-classify the entry.
#   LEDGER-SHADOWED   a narrower entry sits under an `any` entry for the same
#                     path, so it can never match.
#   LEDGER-UNMATCHED  the path is not in the corpus at all. Checked against
#                     CORPUS_ROOT rather than against this run, so it is
#                     reported however small the run's ALLOWLIST is.
# Entries whose path this run simply did not crawl are counted, not reported:
# a 2-file smoke run must not read as 77 dead entries. `none` entries are
# exempt from STALE by construction.
# A malformed line (wrong column count, unknown symptom, duplicate path+symptom)
# aborts the gate BEFORE it crawls anything.
#
# Classes:
#   witness-index  Identical proof states rendered with different internal
#                  counter values - fresh-variable witness indices,
#                  goal-creation numbers, term-abbreviation picks - on AC-heavy
#                  theories. Cosmetic: never reaches proof scripts, proof
#                  structure or verdicts. Upstream numbering/eq-store class,
#                  tamarin-prover issue #874.
#   proof-path     The two autoproofs reach the same verdict along DIFFERENT
#                  case paths, so the site maps harvested from the proved
#                  theory carry different node URLs and pair as MISSING_*
#                  rather than as page divergence. Same underlying numbering
#                  class as witness-index, seen through the URL space.
#   watch          No divergence observed at the baseline. The entry exists so
#                  the path stays enumerated with the rest of the residue set;
#                  it excuses nothing, so any divergence on these files fails
#                  the gate.
#
# Baseline: scripts/results/websweep_ef3f0468_cert_20260805.tsv (submodule pin
# ef3f0468, 86 files / 69,615 rows). Every symptom and count below is read off
# that sweep; the 77 paths are the set websweep_residual.txt enumerates.
accountability/masters-thesis-morio/CentralizedMonitor.spthy	witness-index	DIFF	15 pages at cert_20260805
ake/bilinear/Joux.spthy	witness-index	DIFF	8 pages at cert_20260805
ake/bilinear/Joux_EphkRev.spthy	witness-index	DIFF	5 pages at cert_20260805
ake/bilinear/RYY.spthy	witness-index	DIFF	2 pages at cert_20260805
ake/bilinear/Scott.spthy	witness-index	DIFF	125 pages at cert_20260805
ake/bilinear/Scott_EphkRev.spthy	witness-index	DIFF	4 pages at cert_20260805
ake/dh/DHKEA_NAXOS_C_eCK_PFS_partially_matching.spthy	witness-index	DIFF	3 pages at cert_20260805
ake/dh/NAXOS_eCK.spthy	witness-index	DIFF	17 pages at cert_20260805
ake/dh/NAXOS_eCK_PFS.spthy	witness-index	DIFF	4 pages at cert_20260805
ake/dh/UM_one_pass_fix.spthy	witness-index	DIFF	4 pages at cert_20260805
ake/dh/UM_three_pass.spthy	witness-index	DIFF	32 pages at cert_20260805
ake/dh/UM_three_pass_combined_fixed.spthy	witness-index	DIFF	25 pages at cert_20260805
csf12/DH2_original.spthy	witness-index	DIFF	123 pages at cert_20260805
csf12/JKL_TS2_2008_KI_wPFS.spthy	witness-index	DIFF	5 pages at cert_20260805
csf12/KEA_plus.spthy	witness-index	DIFF	1 page at cert_20260805
csf12/KEA_plus_AdvKey-fix.spthy	witness-index	DIFF	6 pages at cert_20260805
csf12/KEA_plus_KCI_hwPFS.spthy	witness-index	DIFF	2 pages at cert_20260805
csf12/KEA_plus_KI_KCI.spthy	witness-index	DIFF	2 pages at cert_20260805
csf12/KEA_plus_hwPFS.spthy	witness-index	DIFF	1 page at cert_20260805
csf12/NAXOS_eCK.spthy	witness-index	DIFF	4 pages at cert_20260805
csf12/STS_MAC.spthy	witness-index	DIFF	5 pages at cert_20260805
csf12/STS_MAC_fix1.spthy	witness-index	DIFF	46 pages at cert_20260805
csf12/STS_MAC_fix2.spthy	witness-index	DIFF	6 pages at cert_20260805
csf12/SignedDH_PFS.spthy	witness-index	DIFF	2 pages at cert_20260805
csf12/UM_wPFS.spthy	witness-index	DIFF	4 pages at cert_20260805
csf17/commitment-protocol.spthy	witness-index	DIFF	4 pages at cert_20260805
csf17/counter-protocol.spthy	witness-index	DIFF	4 pages at cert_20260805
csf17/iso-iec9798-modified.spthy	witness-index	DIFF	5 pages at cert_20260805
csf17/keylessssl-modified.spthy	witness-index	DIFF	4 pages at cert_20260805
csf18-alethea/alethea_selectionphase_malS.spthy	witness-index	DIFF	64 pages at cert_20260805
